country,GDP,population,regime,women_government,women_population,law_group,law_subgroup,value,total,weighted
Hong Kong,,7494580.0,0.0,,54.11936188,general,costume,580,907741,6.3894877503605105
Hungary,33274.34766,9709784.0,1.0,13.06532663,52.40039825,general,costume,160,21700,73.73271889400921
Iceland,53616.68471,370338.0,3.0,47.61904762,49.77142715,general,costume,36,11545,31.18233001299264
India,6525.428052,1407563904.0,1.0,14.44444444,48.03632736,general,costume,663,283731,23.367203442697488
Indonesia,12072.43996,273753184.0,2.0,21.04347826,49.65046692,general,costume,68,56377,12.061656349220426
"Iran, Islamic Republic of",,,,,,general,costume,1,532,18.796992481203006
Iraq,9954.345263,43533592.0,1.0,28.87537994,49.38709259,general,costume,62,17973,34.49618872753575
Ireland,93350.08753,4986525.0,3.0,22.5,50.35540009,general,costume,958,290217,33.00978233528704
Isle of Man,,84286.0,,,,general,costume,47,12764,36.822312754622374
Israel,39489.28078,8900057.0,3.0,28.33333333,50.22706223,general,costume,162,31853,50.85863184001507
Italy,41987.81596,59240336.0,3.0,35.71428571,51.31188202,general,costume,406,63683,63.75327795487022
Jamaica,9240.821869,2827701.0,2.0,28.57142857,50.36943436,general,costume,82,16721,49.04012917887686
Japan,42100.25769,124612528.0,3.0,9.677419355,51.17427826,general,costume,345,55591,62.06040546131568
Jersey,,109634.0,,,,general,costume,751,75969,98.85611236162119
Jordan,10354.16403,11148288.0,0.0,11.53846154,49.36873245,general,costume,454,70492,64.40447142938206
Kazakhstan,26750.44623,19196468.0,1.0,27.10280374,51.46678925,general,costume,14,4468,31.33393017009848
Kenya,4587.18632,53005616.0,1.0,21.61383285,50.31080246,general,costume,55,13666,40.245865651983024
Kiribati,2171.867943,128883.0,,6.666666667,50.81961823,general,costume,14,6163,22.716209638163235
"Korea, Democratic People's Republic of",,,,,,general,costume,0,0,
"Korea, Republic of",,,,,,general,costume,9,1457,61.770761839396016
Kuwait,47303.12985,4250111.0,1.0,1.538461538,38.77982712,general,costume,29,16034,18.086566047149805
Kyrgyzstan,,6527742.0,1.0,,50.53379059,general,costume,8,2325,34.40860215053763
Lao People's Democratic Republic,,,,,,general,costume,0,0,
Latvia,31424.90221,1873926.0,3.0,29.0,53.91077042,general,costume,33,11655,28.314028314028313
Lebanon,11376.79398,5592626.0,1.0,4.6875,49.66265869,general,costume,46,16015,28.723072119887604
Lesotho,2569.337741,2281464.0,2.0,23.33333333,50.66173172,general,costume,12,3414,35.1493848857645
Liberia,1468.245239,5193422.0,2.0,10.95890411,49.72911453,general,costume,36,13888,25.921658986175117
Libya,17286.36814,6735280.0,0.0,15.95744681,49.51837921,general,costume,22,7268,30.26967528893781
Liechtenstein,,39058.0,,28.0,,general,costume,26,6648,39.109506618531896
Lithuania,38880.54527,2786652.0,2.0,27.65957447,53.71593094,general,costume,40,12924,30.950170225936244
Luxembourg,117846.1365,639330.0,3.0,35.0,49.42505646,general,costume,146,34805,41.94799597758943
Macao,,686616.0,,,51.93595886,general,costume,29,4350,66.66666666666667
"Macedonia, Republic of",,,,,,general,costume,0,43,0.0
Madagascar,1543.952938,28915652.0,1.0,17.8807947,50.11155319,general,costume,34,4016,84.66135458167331
Malawi,1591.475591,19889742.0,2.0,22.91666667,50.68447876,general,costume,24,4010,59.85037406483791
Malaysia,27921.41095,33573872.0,1.0,14.86486486,48.61640549,general,costume,100,38695,25.843132187621137
Maldives,13442.38615,521469.0,2.0,4.597701149,36.55849075,general,costume,10,1903,52.54860746190226
Mali,2347.796674,21904990.0,0.0,27.27272727,49.90243912,general,costume,129,11544,111.74636174636176
Malta,43243.17265,526751.0,2.0,13.43283582,49.85267258,general,costume,108,16637,64.9155496784276
Marshall Islands,4147.097245,42074.0,,6.060606061,,general,costume,12,4127,29.07681124303368
Martinique,,368799.0,,,,general,costume,20,1336,149.7005988023952
Mauritania,5389.646488,4614981.0,1.0,20.26143791,49.78168106,general,costume,16,3110,51.44694533762058
Mauritius,20528.83365,1298922.0,2.0,20.0,50.66077423,general,costume,66,12857,51.33390371004122
Mayotte,,316022.0,,,,general,costume,9,472,190.67796610169492
Mexico,18670.8104,126705136.0,2.0,50.0,51.08187485,general,costume,139,60300,23.051409618573796
"Micronesia, Federated States of",,,,,,general,costume,0,301,0.0
"Moldova, Republic of",,,,,,general,costume,0,420,0.0
Monaco,,36713.0,,33.33333333,,general,costume,69,12765,54.054054054054056
Mongolia,12365.93848,3347782.0,2.0,17.10526316,50.73535156,general,costume,15,4456,33.66247755834829
Montenegro,19989.65367,627856.0,1.0,24.69135802,50.55217361,general,costume,30,6377,47.04406460718206
Montserrat,,4438.0,,,,general,costume,17,2549,66.69282071400549
Morocco,7368.891602,37076588.0,0.0,22.78481013,50.37493896,general,costume,118,12358,95.48470626314938
Mozambique,1297.298716,32077074.0,1.0,42.4,51.40610123,general,costume,22,5783,38.04253847484005
Myanmar,5123.407709,53798088.0,0.0,15.29411765,51.80979919,general,costume,12,4015,29.887920298879205
Namibia,9358.537168,2530150.0,2.0,44.23076923,51.52602386,general,costume,12,5316,22.57336343115124
Nauru,14337.26541,12533.0,,10.52631579,,general,costume,29,17245,16.816468541606262
Nepal,3996.66547,30034988.0,2.0,32.72727273,54.18703842,general,costume,21,10757,19.522171609184717
Netherlands,59266.90858,17501696.0,3.0,39.33333333,50.17678452,general,costume,214,65591,32.62642740619902
New Caledonia,,287809.0,,,49.73641968,general,costume,52,3559,146.1084574318629
New Zealand,44657.77372,5129730.0,3.0,49.16666667,50.84926605,general,costume,1749,1481525,11.805403216280522
Nicaragua,5573.868729,6850546.0,1.0,50.54945055,50.71594238,general,costume,68,17468,38.928326081978476
Niger,1288.153512,25252722.0,2.0,25.90361446,49.72385025,general,costume,47,4368,107.6007326007326
Nigeria,5185.988584,213401328.0,1.0,3.611111111,49.32092285,general,costume,48,17762,27.02398378560973
Niue,,1957.0,,,,general,costume,65,9884,65.76284904896804
Norfolk Island,,,,,,general,costume,31,11200,27.678571428571427
Northern Mariana Islands,,49503.0,,,,general,costume,3,1438,20.86230876216968
Norway,62644.84574,5403021.0,3.0,44.9704142,49.45838928,general,costume,193,29063,66.40745965660805
Oman,31117.75771,4520474.0,0.0,2.325581395,34.0027504,general,costume,135,10461,129.05075996558648
Pakistan,5426.019788,231402112.0,1.0,20.1754386,48.53963089,general,costume,92,35719,25.756600128783
Palau,16318.67895,18050.0,,6.25,,general,costume,14,3193,43.845912934544316
"Palestinian Territory, Occupied",,,,,,general,costume,0,346,0.0
Panama,26780.3006,4351264.0,2.0,22.53521127,49.94215393,general,costume,136,24552,55.39263603779733
Papua New Guinea,4285.765475,9949438.0,1.0,0.0,48.94313049,general,costume,90,47317,19.020647970074183
Paraguay,13034.71654,6703802.0,2.0,16.25,49.18549347,general,costume,51,16637,30.654565125924144
Peru,11908.0607,33715464.0,2.0,40.0,50.32548141,general,costume,90,32531,27.665918662199132
Philippines,8394.242258,113880336.0,1.0,27.96052632,49.78255081,general,costume,148,117745,12.569535861395389
Pitcairn,,,,,,general,costume,37,3733,99.11599249933029
Poland,34286.98508,38307724.0,2.0,28.32244009,51.54682159,general,costume,146,33811,43.18121321463429
Portugal,34177.08571,10290109.0,2.0,40.0,52.6902771,general,costume,514,33436,153.72652231128126
Puerto Rico,34333.74725,3256030.0,,,52.61818314,general,costume,18,10602,16.97792869269949
Qatar,89961.43323,2688239.0,0.0,4.444444444,24.84936142,general,costume,11,4342,25.333947489636113
Réunion,,,,,,general,costume,0,0,
Romania,32202.20866,19328558.0,2.0,18.54103343,51.37713623,general,costume,62,31827,19.480315455430922
Russian Federation,29916.01367,,,16.22222222,,general,costume,36,12371,29.100315253415246
Rwanda,2213.568598,13461891.0,1.0,61.25,50.83903503,general,costume,24,9975,24.06015037593985
Saint Barthélemy,,,,,,general,costume,0,0,
"Saint Helena, Ascension and Tristan da Cunha",,,,,,general,costume,0,26,0.0
Saint Kitts and Nevis,,47631.0,,,,general,costume,1,828,12.077294685990337
Saint Lucia,,179663.0,,,50.75832367,general,costume,5,1895,26.385224274406333
Saint Martin (French part),,31964.0,,,,general,costume,0,2,0.0
Saint Pierre and Miquelon,,5905.0,,,,general,costume,8,303,264.02640264026405
Saint Vincent and the Grenadines,,104340.0,,,49.32896042,general,costume,2,1585,12.618296529968456
Samoa,6764.559991,218781.0,,7.843137255,48.23698425,general,costume,138,34280,40.25670945157526
San Marino,59571.9068,33772.0,,33.33333333,,general,costume,10,2992,33.42245989304813
Sao Tome and Principe,4273.49342,223118.0,2.0,23.63636364,49.95688248,general,costume,7,1209,57.899090157154674
Saudi Arabia,46778.29837,35950396.0,0.0,19.86754967,42.17445755,general,costume,24,10484,22.89202594429607
Senegal,3503.595017,16876726.0,2.0,43.03030303,51.20151138,general,costume,29,5218,55.576849367573786
Serbia,19093.95531,7296771.0,1.0,39.2,51.01900101,general,costume,26,8729,29.78577156604422
Seychelles,28338.97714,106486.0,3.0,22.85714286,48.70957947,general,costume,16,3422,46.756282875511396
Sierra Leone,1726.964157,8420642.0,2.0,12.32876712,50.09093094,general,costume,28,7661,36.548753426445636
Singapore,99681.29415,5941063.0,1.0,29.80769231,47.6567955,general,costume,209,57411,36.40417341624428
Sint Maarten (Dutch part),,44061.0,,,,general,costume,0,2,0.0
Slovakia,,5447621.0,2.0,,51.30672455,general,costume,34,8263,41.14728306910323
Slovenia,39725.25919,2119408.0,2.0,26.66666667,50.20375824,general,costume,30,9568,31.354515050167226
Solomon Islands,2618.323702,707855.0,2.0,8.0,49.1522522,general,costume,39,20245,19.264015806371944
Somalia,1245.642283,17065588.0,0.0,24.36363636,50.14171219,general,costume,21,7525,27.906976744186046
South Africa,13359.48433,59392256.0,2.0,46.58227848,50.73907089,general,costume,261,155946,16.736562656304105
South Georgia and the South Sandwich Islands,,,,,,general,costume,0,554,0.0
Spain,37756.351,47486932.0,3.0,43.42857143,50.85350418,general,costume,305,63795,47.8093894505839
Sri Lanka,13226.73006,21773438.0,2.0,5.381165919,52.05141068,general,costume,58,60915,9.521464335549537
Sudan,4142.11084,45657204.0,0.0,,50.03954315,general,costume,84,11401,73.67774756600299
Suriname,16733.38268,612989.0,2.0,29.41176471,49.74345016,general,costume,10,2042,48.97159647404506
South Sudan,,10748278.0,0.0,32.36363636,49.94506454,general,costume,1,1583,6.3171193935565375
Svalbard and Jan Mayen,,,,,,general,costume,0,170,0.0
Swaziland,,,,,,general,costume,20,3711,53.89382915656157
Sweden,55064.88501,10467095.0,3.0,46.99140401,49.90779495,general,costume,207,38401,53.904846227962814
Switzerland,71745.2994,8691409.0,3.0,42.5,50.38893509,general,costume,320,44466,71.96509692798993
Syrian Arab Republic,,,,11.2,,general,costume,8,2115,37.825059101654844
"Taiwan, Province of China",,,,,,general,costume,0,82,0.0
Tajikistan,3854.190435,9750078.0,1.0,23.80952381,49.61293411,general,costume,11,2342,46.968403074295466
"Tanzania, United Republic of",,,,,,general,costume,0,137,0.0
Thailand,18197.94241,71601104.0,0.0,15.74642127,51.33800888,general,costume,83,26773,31.001381989317597
Timor-Leste,4140.95507,,,38.46153846,,general,costume,2,1618,12.360939431396785
Togo,2223.316956,8644829.0,1.0,18.68131868,50.24115372,general,costume,26,4455,58.36139169472503
Tokelau,,1869.0,,,,general,costume,18,4768,37.751677852349
Tonga,6693.785641,106034.0,,0.0,49.94749069,general,costume,67,17665,37.928106425134445
Trinidad and Tobago,26125.15329,1525671.0,2.0,26.19047619,50.62869263,general,costume,24,8486,28.281876031110063
Tunisia,10878.82319,12262949.0,,26.26728111,50.41085052,general,costume,35,6823,51.29708339440129
Turkey,,84775408.0,1.0,,50.63245773,general,costume,338,45782,73.82814206456686
Turkmenistan,,6341850.0,1.0,25.0,50.76740265,general,costume,5,1655,30.211480362537763
Turks and Caicos Islands,22283.97785,45141.0,,,,general,costume,9,1749,51.45797598627788
Tuvalu,4791.679265,11229.0,,6.25,,general,costume,7,3352,20.883054892601432
Uganda,2294.147984,45853780.0,1.0,33.81294964,50.70814133,general,costume,26,8790,29.579067121729235
Ukraine,13087.30957,43531424.0,2.0,20.80378251,53.66703415,general,costume,57,16179,35.230854811793066
United Arab Emirates,66766.05393,9365149.0,0.0,50.0,30.87894249,general,costume,15,5595,26.80965147453083
United Kingdom,46526.91187,67281040.0,3.0,34.25925926,50.59008789,general,costume,971,856607,11.335419859982467
United States,63027.67953,336997632.0,3.0,27.64976959,50.51821518,general,costume,1156,884942,13.063002999066605
United States Minor Outlying Islands,,,,,,general,costume,0,11,0.0
Uruguay,22728.21533,3426265.0,3.0,24.24242424,51.68486023,general,costume,75,31184,24.050795279630577
Uzbekistan,7746.430969,34081452.0,1.0,32.65306122,50.11258698,general,costume,10,2968,33.692722371967655
Vanuatu,3036.116767,319146.0,2.0,0.0,49.31141281,general,costume,43,18899,22.752526588708395
"Venezuela, Bolivarian Republic of",,,,,,general,costume,0,156,0.0
Viet Nam,,,,,,general,costume,17,3072,55.33854166666667
"Virgin Islands, British",,,,,,general,costume,0,82,0.0
"Virgin Islands, U.S.",,,,,,general,costume,0,2,0.0
Wallis and Futuna,,11654.0,,,,general,costume,15,437,343.24942791762015
Yemen,,32981644.0,0.0,,49.62448502,general,costume,37,4720,78.38983050847457
Zambia,3457.328102,19473132.0,1.0,15.06024096,50.48396683,general,costume,27,6189,43.62578768783325
Zimbabwe,2251.455674,15993525.0,1.0,31.85185185,52.28389359,general,costume,22,7642,28.788275320596703
Afghanistan,2078.479082,40099460.0,0.0,27.01612903,48.68452072,general,garment,150,13725,109.2896174863388
Aland Islands,,,,,,general,garment,2,153,130.718954248366
Albania,13632.18654,2854710.0,1.0,35.71428571,49.10299683,general,garment,74,8406,88.03235783963837
Algeria,11323.31222,44177964.0,1.0,8.108108108,49.47940445,general,garment,83,7237,114.68840679839714
American Samoa,,45056.0,,,,general,garment,34,2971,114.4395826321104
Andorra,,79057.0,,46.42857143,,general,garment,15,1983,75.642965204236
Angola,6478.332182,34503776.0,1.0,29.54545455,50.52413559,general,garment,58,5663,102.41921243157337
Anguilla,,15779.0,,,,general,garment,98,2806,349.25160370634353
Antarctica,,,,,,general,garment,135,3852,350.46728971962614
Antigua and Barbuda,18240.38041,93229.0,,11.11111111,51.73086166,general,garment,28,2564,109.204368174727
Argentina,20769.03238,45276788.0,2.0,44.74708171,51.21414566,general,garment,209,62729,33.317923129652954
Armenia,13311.02814,2790971.0,2.0,33.64485981,52.96533966,general,garment,52,5124,101.48321623731461
Aruba,31182.83388,106543.0,,,52.56729507,general,garment,14,1667,83.98320335932813
Australia,53316.88543,25921094.0,3.0,31.12582781,50.20123672,general,garment,9733,1430531,68.03767272432404
Austria,55685.97029,8922086.0,2.0,40.43715847,50.70515442,general,garment,693,41634,166.4504971897968
Azerbaijan,14478.52445,10312992.0,1.0,18.18181818,50.04855728,general,garment,37,5253,70.435941366838
Bahamas,,407920.0,,,51.40649033,general,garment,75,6916,108.44418739155581
Bahrain,43821.12449,1463266.0,0.0,15.0,35.32645798,general,garment,50,3795,131.75230566534913
Bangladesh,5995.407429,169356240.0,1.0,20.85714286,49.44476318,general,garment,511,19737,258.9045954299032
Barbados,14045.77283,281204.0,3.0,20.0,51.60124207,general,garment,58,4963,116.86479951642151
Belarus,20237.55113,9578172.0,1.0,40.0,53.44250488,general,garment,27,3673,73.50939286686632
Belgium,53070.21482,11611416.0,3.0,42.0,50.4355011,general,garment,612,46594,131.34738378331974
Belize,6165.849669,400037.0,,12.5,50.26394653,general,garment,68,6585,103.26499620349279
Benin,3505.138455,12996901.0,1.0,8.43373494,50.06063461,general,garment,52,3497,148.6988847583643
Bermuda,80273.08171,64213.0,,,,general,garment,198,15476,127.94003618506075
Bhutan,11129.30845,777500.0,3.0,17.0212766,46.85321045,general,garment,42,1659,253.1645569620253
"Bolivia, Plurinational State of",,,,,,general,garment,1,43,232.5581395348837
"Bonaire, Sint Eustatius and Saba",,,,,,general,garment,0,31,0.0
Bosnia and Herzegovina,15598.43034,3270948.0,2.0,26.19047619,51.0301857,general,garment,63,9370,67.2358591248666
Botswana,15471.09481,2588424.0,3.0,10.76923077,51.56119537,general,garment,49,4024,121.76938369781311
Bouvet Island,,,,,,general,garment,0,31,0.0
Brazil,14834.1937,214326224.0,2.0,15.20467836,50.86748505,general,garment,538,40559,132.64626839912228
British Indian Ocean Territory,,,,,,general,garment,12,689,174.1654571843251
Brunei Darussalam,65607.35075,,,9.090909091,,general,garment,21,1755,119.65811965811967
Bulgaria,24564.43768,6885864.0,2.0,23.75,51.44063187,general,garment,201,18879,106.46750357540124
Burkina Faso,2273.831365,22100690.0,2.0,6.299212598,50.03313446,general,garment,38,2618,145.14896867838044
Burundi,771.1012372,12551215.0,1.0,38.21138211,50.38287354,general,garment,50,3590,139.27576601671308
Cambodia,4423.474631,16589031.0,1.0,21.6,51.17866898,general,garment,198,9574,206.81011071652392
Cameroon,3867.203808,27198632.0,1.0,33.88888889,49.98439407,general,garment,72,5921,121.60108089849687
Canada,46572.13743,38155012.0,3.0,30.47337278,50.36802292,general,garment,2228,212729,104.73419232920759
Cape Verde,,587936.0,2.0,,49.79801559,general,garment,37,2512,147.29299363057325
Cayman Islands,72481.01386,68157.0,,,,general,garment,62,4967,124.82383732635392
Central African Republic,989.2187437,5457165.0,1.0,12.85714286,50.43149185,general,garment,45,5737,78.43820812271223
Chad,1591.669953,17179744.0,0.0,32.25806452,50.07767868,general,garment,127,7817,162.46641934245875
Chile,25089.0313,19493184.0,3.0,35.48387097,50.69279099,general,garment,301,34847,86.37759348007002
China,17189.28179,1425893504.0,0.0,24.94117647,48.70873642,general,garment,3619,200869,180.16717363057515
Christmas Island,,,,,,general,garment,46,7726,59.5392182241781
Cocos (Keeling) Islands,,,,,,general,garment,26,3337,77.91429427629608
Colombia,14868.46982,51516560.0,2.0,18.82352941,50.89789963,general,garment,176,34751,50.646024574832374
